psd-medium,psd-small,svg-medium,svg-large,svg-small,jpeg-medium,jpeg-small,png-large,psd-large,jpeg-large,png-medium,png-small
0,0,0,0.69,0.71,0.68,0.63,0.67,0.66,0.65,0.66,0.67,0.67
