ambivert.wav.tar,large.tar,uiq2-8.bin,silesia.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin
0,0,0,0.73,0.81,0.82,0.83,0.84,0.84,0.83,0.81,0.79,0.79,0.76
